R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout,R_rating,B_rating
Chad Mendes,Nik Lentz,-900,600,11.11111111,600,12/14/2013,"Sacramento, California, USA", USA,Red,FALSE,Featherweight,MALE,3,0,3,0,40.5,0.539166667,1.333333333,3.75,0.374166667,4,4,32,0,0,1,5,1,1,0,8,Orthodox,172.72,172.72,155,0,4,0,23,0.604285714,0.142857143,1.714285714,0.285714286,4,1,13,1,0,0,2,4,0,0,6,Orthodox,167.64,167.64,145,28,29,0,-1,0,2,-3,19,-1,-3,1,5.08,5.08,-1,17.5,1.19047619,2.035714286,0,1,8,1,,,,,,,,,,1,,,,,,,,,,,,,8,,,,Red,U-DEC,,3,5:00,900,0,0,35,40,70,119,0.5,0.33,40,110,75,189,7,0,10,3,0.7,0,1,0,1,0,0,0,1381.884977203748,1298.8859680744001
Joe Lauzon,Mac Danzig,-175,165,57.14285714,165,12/14/2013,"Sacramento, California, USA", USA,Red,FALSE,Lightweight,MALE,3,2,0,0,36.66666667,0.490833333,0.5,1,0.355,2,7,28,1,0,0,2,1,2,0,5,Orthodox,172.72,177.8,155,2,0,0,15.73333333,0.406666667,1.6,1.2,0.381333333,3,6,28,0,0,0,0,2,7,0,9,Orthodox,177.8,180.34,155,29,33,0,0,-1,-4,-1,0,1,-1,-5,-5.08,-2.54,-4,20.93333334,-1.1,-0.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,43,52,75,92,0.57,0.56,80,91,113,137,3,0,3,1,1,0,2,0,9,0,1,0,1268.0939430269254,1142.401017679427
Court McGee,Ryan LaFlare,110,-120,110,83.33333333,12/14/2013,"Sacramento, California, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,2,0,56,0.425,0.5,5.5,0.625,2,0,6,0,0,0,2,0,0,0,2,Southpaw,185.42,187.96,170,0,2,0,80.57142857,0.357142857,0.428571429,1.714285714,0.287142857,3,2,20,1,0,1,2,0,2,0,5,Orthodox,180.34,190.5,170,29,30,0,0,-1,-3,2,-14,-1,0,-2,5.08,-2.54,-1,-24.57142857,0.071428571,3.785714286,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,54,68,187,206,0.28,0.33,62,71,199,209,4,4,6,7,0.66,0.57,2,1,1,1,0,0,1241.0789502614155,1296.86412249562
Danny Castillo,Edson Barboza,255,-280,255,35.71428571,12/14/2013,"Sacramento, California, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,2,0,39.57142857,0.474285714,0,0.571428571,0.285714286,4,1,16,0,0,1,1,4,0,0,6,Orthodox,180.34,190.5,155,0,2,0,33,0.51125,0.125,3.25,0.47125,3,2,21,0,0,1,4,1,0,0,6,Orthodox,175.26,180.34,155,34,27,0,0,1,0,1,-5,0,3,0,5.08,10.16,7,6.57142857,-0.125,-2.678571429,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,,3,5:00,900,0,1,55,43,125,123,0.44,0.34,67,43,140,125,1,0,10,1,0.1,0,1,1,3,1,0,0,1283.1774852026697,1350.720641047514
Bobby Green,Pat Healy,140,-150,140,66.66666667,12/14/2013,"Sacramento, California, USA", USA,Red,FALSE,Lightweight,MALE,3,3,0,0,36.66666667,0.443333333,0.666666667,1.666666667,0.236666667,0,3,7,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,155,0,2,0,37,0.485,0.5,0.5,0.5,2,0,4,0,0,0,0,1,1,0,2,Orthodox,177.8,180.34,155,27,30,-3,-2,-2,-2,-3,3,0,-1,-1,5.08,7.62,-3,-0.33333333,0.166666667,1.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,80,59,138,227,0.57,0.25,93,105,152,285,3,2,6,9,0.5,0.22,0,0,0,0,0,0,1294.531472627731,1152.7136304237436
Scott Jorgensen,Zach Makovsky,-220,200,45.45454545,200,12/14/2013,"Sacramento, California, USA", USA,Blue,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,125,1,0,0,43.83333333,0.45,0.166666667,1.166666667,0.36,2,3,14,0,0,0,1,1,1,0,3,Orthodox,165.1,167.64,135,31,30,1,0,-2,-3,3,-14,0,-1,-1,-2.54,-5.08,1,-43.83333333,-0.166666667,-1.166666667,0,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,31,26,81,81,0.38,0.32,45,34,95,91,1,6,5,17,0.2,0.35,1,1,2,3,2,1,1155.38247512733,1230.2356291223525
Sam Stout,Cody McKenzie,-265,245,37.73584906,245,12/14/2013,"Sacramento, California, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,10.5,0.235,1.5,1.333333333,0.266666667,1,3,10,0,0,0,1,0,2,0,3,Switch,182.88,182.88,155,1,0,0,56.9375,0.27625,0.0625,0.5625,0.208125,2,8,44,0,0,3,4,1,0,0,8,Orthodox,175.26,177.8,155,29,25,1,1,-1,-5,5,-34,0,-1,2,7.62,5.08,4,-46.4375,1.4375,0.770833333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,54,31,189,90,0.28,0.34,59,37,194,99,1,1,2,13,0.5,0.7,1,0,0,1,0,0,1244.7191334569998,1167.284521387667
Abel Trujillo,Roger Bowling,130,-140,130,71.42857143,12/14/2013,"Sacramento, California, USA", USA,Red,FALSE,Lightweight,MALE,3,2,0,0,35,0.38,1.5,2.5,0.9,0,2,4,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,2,0,0,39.33333333,0.506666667,0.666666667,1,1,1,2,7,0,0,0,0,1,0,0,1,Orthodox,172.72,177.8,155,30,31,0,0,-1,-1,0,-3,0,-1,0,2.54,-5.08,-1,-4.33333333,0.833333333,1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,1:35,395,0,0,43,9,64,33,0.67,0.27,48,16,69,41,5,0,6,1,0.83,0,0,0,2,0,0,0,1232.136192082336,1143.8247096935954
Darren Uyenoyama,Alptekin Ozkilic,210,-230,210,43.47826087,12/14/2013,"Sacramento, California, USA", USA,Blue,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,125,1,0,0,11,0.44,1,0.666666667,0.22,2,1,7,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,34,27,1,0,-2,-2,1,-7,0,0,-1,-2.54,2.54,7,-11,-1,-0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,0,0,33,27,71,116,0.46,0.23,50,44,92,141,2,3,10,3,0.2,1,0,0,0,0,0,0,1191.2807177858563,1235.2464492775935
Mauricio Rua,James Te Huna,125,-135,125,74.07407407,12/6/2013,"Brisbane, Queensland, Australia", Australia,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,33.42857143,0.611428571,0.142857143,1.571428571,0.211428571,4,2,13,0,0,0,2,3,0,0,5,Orthodox,187.96,190.5,185,2,0,0,40,0.472727273,0.363636364,1.454545455,0.21,2,6,30,3,0,0,0,5,0,0,5,Orthodox,185.42,193.04,205,32,32,1,0,2,0,4,-17,-3,-2,0,2.54,-2.54,0,-6.57142857,-0.220779221,0.116883116,0,1,,9,,,,,,9,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,1:03,63,,,,,,,,,,,,,,,,,,,,,,,,,1300.0320742085578,1239.951770455495
Ryan Bader,Anthony Perosh,-525,450,19.04761905,450,12/6/2013,"Brisbane, Queensland, Australia", Australia,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,15.25,0.425,0.5,1,0.16875,3,4,12,0,0,0,0,2,2,0,4,Orthodox,190.5,190.5,205,1,0,0,21.08333333,0.373333333,0.333333333,1.666666667,0.211666667,5,4,24,1,0,0,4,3,1,0,8,Orthodox,187.96,187.96,205,30,41,1,1,-2,-4,0,-12,-1,-1,1,2.54,2.54,-11,-5.83333333,0.166666667,-0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1325.071304635375,1201.1117662238917
Pat Barry,Soa Palelei,-170,160,58.82352941,160,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,FALSE,Heavyweight,MALE,3,0,1,0,25,0.625,0,2.5,1,1,1,6,0,0,0,0,1,0,0,1,Orthodox,193.04,205.74,265,1,0,0,17,0.564545455,0.090909091,0,0,1,6,18,0,0,0,1,4,0,0,5,Orthodox,180.34,187.96,235,34,36,1,1,0,-4,5,-12,0,-3,0,12.7,17.78,-2,8,-0.090909091,2.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,2:09,129,,,,,,,,,,,,,,,,,,,,,,,,,1156.3259721106479,1236.376150260427
Dylan Andrews,Clint Hester,-140,130,71.42857143,130,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,FALSE,Middleweight,MALE,3,0,1,0,66,0.46,0,0,0,1,0,3,0,0,0,0,1,0,0,1,Orthodox,187.96,195.58,205,0,2,0,20,0.635,0,1,0.2,2,0,4,0,0,0,0,2,0,0,2,Switch,185.42,185.42,185,34,27,0,-1,-1,-1,0,-1,0,-1,0,2.54,10.16,7,46,0,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2,5:00,600,,,,,,,,,,,,,,,,,,,,,,,,,1223.0644569594667,1267.2165249285392
Julie Kedzie,Bethe Correia,-170,160,58.82352941,160,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,135,1,0,0,28,0.36,0,2,0.22,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,135,32,30,1,0,0,0,1,-3,0,0,0,0,0,2,-28,0,-2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1139.910108900872,1228.089891099128
Takeya Mizugaki,Nam Phan,-325,295,30.76923077,295,12/6/2013,"Brisbane, Queensland, Australia", Australia,Red,FALSE,Bantamweight,MALE,3,1,0,0,80.5,0.365,0.166666667,0.166666667,0.166666667,1,4,18,0,0,1,1,0,0,0,2,Orthodox,167.64,177.8,135,0,3,0,46.28571429,0.421428571,0.142857143,1.857142857,0.557142857,3,2,20,0,0,3,1,1,0,0,5,Orthodox,170.18,172.72,135,29,30,-1,-3,-2,-3,-2,-2,0,-1,0,-2.54,5.08,-1,34.21428571,0.023809524,-1.69047619,0,1,,10,,,,,,,,,,,10,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1316.5530192492902,1153.7352674632325
Nick Ring,Caio Magalhaes,-190,165,52.63157895,165,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,FALSE,Middleweight,MALE,3,0,1,0,21.5,0.395,2.5,1.5,0.315,1,1,5,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,185,1,0,0,56.4,0.426,0.2,1,0.2,2,2,15,0,0,0,2,0,1,0,3,Southpaw,182.88,187.96,185,34,25,1,1,-1,-2,1,-10,0,0,0,2.54,-2.54,9,-34.9,2.3,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1195.1211972118183,1236.4800576341586
Richie Vaculik,Justin Scoggins,310,-340,310,29.41176471,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,167.64,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,30,21,0,0,0,0,0,0,0,0,0,2.54,-7.62,9,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:43,283,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,1232.0
Bruno Santos,Krzysztof Jotko,-235,215,42.55319149,215,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,195.58,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,185,26,24,0,0,0,0,0,0,0,0,0,10.16,20.32,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,1232.0
Ben Wall,Alex Garcia,540,-660,540,15.15151515,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,24,26,0,0,0,0,0,0,0,0,0,-2.54,-2.54,-2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,0:43,43,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,1232.0
Gray Maynard,Nate Diaz,-120,110,83.33333333,110,11/30/2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE,3,2,0,0,42.66666667,0.421666667,1.277777778,0.833333333,0.36,5,7,43,2,0,1,1,1,8,0,11,Southpaw,182.88,193.04,170,1,0,0,29.30769231,0.370769231,0.692307692,2.384615385,0.463076923,8,4,39,2,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,34,28,-1,0,-3,2,-3,4,0,0,8,7.62,15.24,6,13.35897436,0.585470086,-1.551282052,0,1,8,5,,,,,,,,,5,,,,,,,,,,,,,8,,,,,Red,KO/TKO,Punches,1,2:38,158,0,0,5,33,15,55,0.33,0.6,6,34,16,56,1,0,2,1,0.5,0,0,0,0,0,0,0,1336.081928288209,1330.4177116969777
Julianna Pena,Jessica Rakoczy,-290,260,34.48275862,260,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,115,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,24,36,0,0,0,0,0,0,0,0,0,2.54,-2.54,-12,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:59,299,0,0,33,4,76,5,0.43,0.8,66,8,119,9,2,0,2,0,1,0,0,0,4,0,0,0,1232.0,1168.0
Chris Holdsworth,Davey Grant,-200,185,50,185,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,TRUE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,135,26,27,0,0,0,0,0,0,0,0,0,-7.62,-5.08,-1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,2:10,430,0,0,15,18,50,44,0.3,0.4,41,19,78,45,1,0,2,3,0.5,0,1,0,2,0,0,0,1232.0,1168.0
Jessamyn Duke,Peggy Morgan,-245,225,40.81632653,225,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,177.8,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,135,27,33,0,0,0,0,0,0,0,0,0,5.08,-7.62,-6,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,123,34,185,147,0.66,0.23,201,45,265,158,1,0,2,0,0.5,0,3,0,0,1,0,0,1232.0,1168.0
Roxanne Modafferi,Raquel Pennington,400,-450,400,22.22222222,11/30/2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,31,25,0,0,0,0,0,0,0,0,0,0,-5.08,6,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,42,80,194,133,0.21,0.6,63,86,218,140,0,1,7,1,0,1,0,1,0,2,0,0,1168.0,1232.0
Akira Corassani,Maximo Blanco,177,-192,177,52.08333333,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,3,0,1,0,35,0.29,0.5,1,0.25,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,180.34,145,0,2,0,46.5,0.515,0,1,0.165,2,0,6,0,0,1,1,0,0,0,2,Orthodox,172.72,172.72,145,31,30,0,-1,-1,-1,-1,0,0,0,0,0,7.62,1,-11.5,0.5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,DQ,,1,0:25,25,0,0,1,5,2,7,0.5,0.71,1,7,2,9,0,1,0,1,0,1,0,0,0,0,0,0,1291.4487436019574,1182.5004371595535
Rani Yahya,Tom Niinimaki,-105,-105,95.23809524,95.23809524,11/30/2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,145,0,3,0,17,0.394,1,2.2,0.292,3,1,13,0,0,0,3,0,1,0,4,Orthodox,167.64,170.18,135,29,31,0,-3,-3,-4,1,-13,0,0,-1,7.62,5.08,-2,-17,-1,-2.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,0,0,15,17,33,27,0.45,0.62,24,54,43,64,2,4,3,6,0.66,0.66,4,0,2,5,1,1,1229.6599872411136,1240.402475986212
Jared Rosholt,Walt Harris,-245,225,40.81632653,225,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,195.58,195.58,250,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,265,27,30,0,0,0,0,0,0,0,0,0,7.62,5.08,-3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,2,33,18,105,71,0.31,0.25,73,19,150,72,1,0,2,1,0.5,0,0,0,0,0,0,0,1232.0,1168.0
Sean Spencer,Drew Dober,-230,210,43.47826087,210,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,155,0,1,0,55.5,0.245,0,0,0,1,1,6,0,0,1,0,0,0,0,1,Southpaw,177.8,190.5,170,26,25,0,-1,-1,-1,1,-6,0,0,0,-5.08,-12.7,1,-55.5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,105,61,270,226,0.38,0.26,109,67,274,236,0,0,1,11,0,0,0,0,0,0,0,0,1232.828445931591,1168.1159791822192
Joshua Sampo,Ryan Benoit,-115,105,86.95652174,105,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,172.72,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,29,24,0,0,0,0,0,0,0,0,0,2.54,10.16,5,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.0,1168.0
Georges St-Pierre,Johny Hendricks,-192,177,52.08333333,177,11/16/2013,"Las Vegas, Nevada, USA", USA,Red,TRUE,Welterweight,MALE,5,0,6,0,28.36363636,0.579090909,0.454545455,3.272727273,0.295454545,6,1,24,0,1,2,2,5,0,0,10,Southpaw,175.26,175.26,185,0,11,0,57.65,0.5655,1.1,4.2,0.74,11,2,63,13,0,1,10,5,2,0,18,Orthodox,180.34,193.04,185,32,30,0,-5,-5,-8,1,-39,-13,0,-2,-5.08,-17.78,2,-29.28636364,-0.645454545,-0.927272727,0,1,1,0,,,,,,,,0,,,,,2,,,,,,,,1,,,,,,Red,S-DEC,,5,5:00,1500,0,0,101,85,221,194,0.45,0.43,125,142,245,252,3,2,6,4,0.5,0.5,1,0,0,0,0,0,1585.937992366877,1446.8355374998107
Rashad Evans,Chael Sonnen,-240,220,41.66666667,220,11/16/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,31.30769231,0.492307692,0.307692308,2.846153846,0.472307692,3,6,31,3,0,0,5,0,2,0,7,Southpaw,185.42,187.96,205,0,1,0,28.88235294,0.372941176,0,2.882352941,0.392941176,5,4,50,4,1,4,3,5,0,0,13,Orthodox,182.88,190.5,205,34,36,0,0,-2,-6,-2,-19,-1,-5,2,2.54,-2.54,-2,2.42533937,0.307692308,-0.036199095,0,1,6,4,,,,,,4,,,,,,,,,,,,,6,,,,,,,,Red,KO/TKO,Punches,1,4:05,245,0,0,20,3,28,14,0.71,0.21,32,15,42,26,1,0,2,1,0.5,0,0,0,3,0,0,0,1442.1578258019404,1337.6124242366047
Rory MacDonald,Robbie Lawler,-410,365,24.3902439,365,11/16/2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,2,0,22,0.452222222,0,1.555555556,0.611111111,3,3,17,0,0,0,2,4,0,0,6,Southpaw,180.34,187.96,170,0,5,0,44.57142857,0.502857143,0.571428571,2.142857143,0.437142857,5,1,16,0,0,0,3,2,1,0,6,Orthodox,182.88,193.04,170,24,31,0,-3,-2,0,-2,1,0,2,-1,-2.54,-5.08,-7,-22.57142857,-0.571428571,-0.587301587,0,1,10,3,,,,,,,,3,,,,,,,,,,,,,10,,,,,,Red,S-DEC,,3,5:00,900,0,1,37,44,107,102,0.34,0.43,41,65,111,126,4,0,6,0,0.66,0,1,0,2,2,0,1,1335.1038377290208,1319.525743683627
Josh Koscheck,Tyron Woodley,100,-110,100,90.90909091,11/16/2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE,3,1,0,0,37.5,0.655,0,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,175.26,187.96,170,2,0,0,18.72727273,0.404545455,0.318181818,1.772727273,0.502272727,5,7,48,1,0,1,5,6,3,0,15,Orthodox,177.8,185.42,170,35,31,1,0,-4,-14,6,-44,-1,-5,-3,-2.54,2.54,4,18.77272727,-0.318181818,-1.772727273,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,4:38,278,0,2,5,22,15,34,0.33,0.64,7,47,17,59,0,0,0,0,0,0,0,0,0,0,0,0,1280.961552277137,1241.907113852588
Tim Elliott,Ali Bagautinov,-160,150,62.5,150,11/16/2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Flyweight,MALE,3,0,1,0,38,0.55,1,3,0.6,1,0,3,0,0,0,0,1,0,0,1,Orthodox,162.56,165.1,125,0,2,0,77,0.483333333,2,4.333333333,0.5,2,1,9,0,0,0,2,0,0,0,2,Southpaw,170.18,167.64,135,26,28,0,-1,-1,-1,1,-6,0,1,0,-7.62,-2.54,-2,-39,-1,-1.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,48,43,158,150,0.3,0.28,72,43,188,150,2,1,4,4,0.5,0.25,1,0,0,0,0,0,1200.3764945304206,1264.052707966845
Donald Cerrone,Evan Dunham,-125,115,80,115,11/16/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,61.54545455,0.377272727,1.090909091,1.454545455,0.381818182,4,4,28,0,0,3,1,1,1,1,7,Southpaw,177.8,177.8,155,1,0,0,47.1,0.473,0.2,0.9,0.265,4,3,21,0,0,0,3,2,2,0,7,Orthodox,185.42,185.42,155,30,31,0,0,0,0,-1,7,0,0,-1,-7.62,-7.62,-1,14.44545455,0.890909091,0.554545455,0,1,,10,,,,,,,,,10,,,,,,,,,,,,,,,,,,Red,SUB,Triangle Choke,2,3:49,529,1,0,32,24,67,72,0.47,0.33,34,29,69,77,1,0,2,4,0.5,0,1,0,2,0,1,1,1332.6260787118727,1258.6730358234095
