R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout
Ji Yeon Kim,Alexa Grasso,230,-315,230,31.74603175,8/29/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,3,1,0,0,5.25,0.41,0.6,0.19,0.33,1,3,16,0,0,1,2,0,0,0,3,Orthodox,165.1,167.64,115,0,1,0,4.49,0.33,0,0,0,2,2,14,0,0,2,0,1,0,0,3,Orthodox,170.18,182.88,125,30,27,1,-1,-1,0,1,2,0,-1,0,-5.08,-15.24,-3,0.76,0.6,0.19,1,1,14,15,15,,,,,,,,,,,,,14,,,,,,,,,,,,,Blue,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Lamas,Bill Algeo,-335,240,29.85074627,240,8/29/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,0,0,9.8,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,185.42,145,1,0,0,2.88,0.45,1,1.63,0.32,4,8,48,1,0,0,6,5,3,0,14,Orthodox,172.72,180.34,145,38,31,-1,0,-4,-14,-8,-48,-1,-5,-3,10.16,5.08,-7,6.92,-1,-1.63,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Maki Pitolo,Impa Kasanganay,115,-139,115,71.94244604,8/29/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,0,0,0,5.53,0.58,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,185,1,0,0,4.95,0.45,0.6,2.27,0.66,1,2,6,0,0,0,0,1,0,0,1,Orthodox,177.8,190.5,185,29,26,-1,0,-1,-1,-2,-6,0,-1,0,2.54,0,-3,0.58,-0.6,0.23,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Mallory Martin,Hannah Cifers,-315,239,31.74603175,239,8/29/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,3,0,0,4.68,0.43,0.3,0.29,1,2,4,12,0,0,1,1,0,0,0,2,Orthodox,154.94,157.48,115,1,0,0,4.56,0.59,0,3.53,0.62,0,1,2,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115,26,28,2,0,2,2,3,10,0,0,0,-7.62,-2.54,2,0.12,0.3,-3.24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,1:33,393,,,,,,,,,,,,,,,,,,,,,,,,
Alessio Di Chirico,Zak Cummings,-114,-109,87.71929825,91.74311927,8/29/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,2.47,0.32,0.8,0.75,0.28,2,5,30,0,0,0,3,1,4,0,8,Southpaw,182.88,190.5,185,2,0,0,3.2,0.42,0,1.95,0.5,2,4,18,0,0,2,0,1,0,0,3,Orthodox,182.88,187.96,185,30,36,-1,0,0,5,1,12,0,0,4,0,2.54,6,-0.73,0.8,-1.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Alex Caceres,Austin Springer,-225,176,44.44444444,176,8/29/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,0,0,3.46,0.63,1.1,4.24,0.44,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,145,0,2,0,4.14,0.49,0.7,0.55,0.76,4,10,58,0,0,3,5,1,2,0,11,Southpaw,177.8,185.42,145,32,33,0,-2,-4,-11,-10,-58,0,-1,-2,-5.08,-5.08,1,-0.68,0.4,3.69,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,3:38,218,,,,,,,,,,,,,,,,,,,,,,,,
Polyana Viana,Emily Whitmire,110,-139,110,71.94244604,8/29/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,2.84,0.31,0.6,1.18,0.66,2,2,7,0,0,0,1,0,1,0,2,Orthodox,165.1,160.02,115,3,0,0,3.89,0.41,1.3,1.29,0.37,1,3,8,0,0,0,0,0,1,0,1,Orthodox,165.1,170.18,115,28,29,-2,0,1,1,-1,-1,0,0,0,0,-10.16,1,-1.05,-0.7,-0.11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,1:53,113,,,,,,,,,,,,,,,,,,,,,,,,
Sean Brady,Christian Aguilera,-455,330,21.97802198,330,8/29/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,1,0,10.17,0.43,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Switch,175.26,182.88,170,0,2,0,5.53,0.55,0.5,3,0.5,2,0,6,0,0,0,2,0,0,0,2,Orthodox,177.8,182.88,170,27,28,0,-1,-1,-1,0,-5,0,1,0,-2.54,0,1,4.64,-0.5,-3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2,1:47,407,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Munhoz,Frankie Edgar,-278,225,35.97122302,225,8/22/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,5,2,0,1,3.6,0.4,0.3,2.34,0.31,5,8,89,9,0,0,10,5,2,0,17,Orthodox,167.64,172.72,135,1,0,0,5.29,0.42,1.1,0.92,0.21,4,4,26,0,0,0,2,3,3,0,8,Orthodox,167.64,165.1,135,33,38,1,0,1,9,4,63,9,2,-1,0,7.62,5,-1.69,-0.8,1.42,1,1,8,5,,,,,,,,,,,5,,,,,,,,,,,,,8,,,Red,S-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcin Prachnio,Mike Rodriguez,188,-240,188,41.66666667,8/22/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Light Heavyweight,MALE,3,1,0,0,4.3,0.52,0,0,0,1,2,8,0,0,0,0,1,0,0,1,Southpaw,193.04,208.28,205,2,0,0,2.39,0.39,0,0,0,0,2,2,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,205,32,31,-1,0,1,1,0,6,0,1,0,2.54,20.32,-1,1.91,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbow,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariya Agapova,Shana Dobson,-1430,750,6.993006993,750,8/22/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,3,3,0,0,3.63,0.34,0,0.39,0.25,1,3,9,0,0,0,0,1,0,0,1,Orthodox,167.64,175.26,125,0,1,0,3.84,0.51,0.8,0,0,1,0,1,0,0,0,0,0,1,0,1,Southpaw,167.64,172.72,125,23,31,3,-1,0,0,3,8,0,1,-1,0,2.54,8,-0.21,-0.8,0.39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Rodriguez,Dwight Grant,-230,180,43.47826087,180,8/22/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,2,0,2.87,0.36,0,0.36,1,2,1,7,0,0,1,0,1,0,0,2,Switch,185.42,193.04,170,0,2,0,8.6,0.48,0.4,1.94,0.83,2,0,5,0,0,0,1,0,1,0,2,Southpaw,185.42,187.96,170,33,35,0,0,0,0,1,2,0,1,-1,0,5.08,2,-5.73,-0.4,-1.58,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amanda Lemos,Mizuki Inoue,110,-137,110,72.99270073,8/22/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,6.2,0.45,0,0,0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,160.02,165.1,125,0,1,0,6.55,0.64,1.3,2.59,1,1,1,3,0,0,0,0,0,1,0,1,Southpaw,162.56,165.1,135,33,26,0,0,0,0,-1,0,0,0,-1,-2.54,0,-7,-0.35,-1.3,-2.59,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Hubbard,Joe Solecki,-112,-112,89.28571429,89.28571429,8/22/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,3.67,0.76,0.8,3.99,0.83,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,0,1,0,3.53,0.48,0,0.82,0.6,1,2,11,0,0,0,1,1,0,0,2,Orthodox,177.8,180.34,155,28,26,0,0,0,-1,-2,-8,0,-1,0,-2.54,-2.54,-2,0.14,0.8,3.17,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ike Villanueva,Jordan Wright,104,-129,104,77.51937984,8/22/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Light Heavyweight,MALE,3,0,0,0,3,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,205,1,0,0,2.75,0.29,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,225,36,28,-1,0,0,0,-1,-2,0,0,0,2.54,10.16,-8,0.25,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlton Minus,Matthew Semelsberger,-118,-106,84.74576271,94.33962264,8/22/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,27,27,0,0,0,0,0,0,0,0,0,7.62,-2.54,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timur Valiev,Trevin Jones,-560,387,17.85714286,387,8/22/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Catch Weight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,177.8,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,145,30,30,0,0,0,0,0,0,0,0,0,2.54,7.62,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipe Miocic,Daniel Cormier,-106,-112,94.33962264,89.28571429,8/15/2020,"Las Vegas, Nevada, USA",USA,Red,TRUE,Heavyweight,MALE,5,1,0,0,4.25,0.52,0.5,1.95,0.44,12,2,58,10,0,1,6,8,4,0,19,Orthodox,180.34,182.88,235,0,1,0,4.95,0.52,0,2.2,0.37,6,3,39,6,0,0,4,9,0,0,13,Orthodox,193.04,203.2,240,37,41,1,-1,6,6,-1,19,4,-1,4,-12.7,-20.32,4,-0.7,0.5,-0.25,1,1,1,0,,,,,0,,,,,,,,3,,,,,1,,,,,,,,6,Red,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean O'Malley,Marlon Vera,-305,240,32.78688525,240,8/15/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,3.7,0.48,1.3,0.88,0.42,5,5,34,0,0,0,1,4,4,0,9,Switch,172.72,177.8,145,0,4,0,6.86,0.58,1.2,1.18,0.5,4,0,8,0,0,0,2,2,0,0,4,Switch,180.34,182.88,135,25,27,1,-4,1,5,5,26,0,2,4,-7.62,-5.08,2,-3.16,0.1,-0.3,1,1,,14,,,,,,,,,,,14,,,,,,,,,,,,,,,,Red,KO/TKO,Elbows,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Dos Santos,Jairzinho Rozenstruik,115,-143,115,69.93006993,8/15/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,3,1,0,0,3.84,0.48,0,0,0,4,1,10,0,0,0,0,4,0,0,4,Orthodox,193.04,198.12,242,2,0,0,4.66,0.48,0.1,0.33,0.55,9,6,54,5,0,0,5,10,0,0,15,Orthodox,193.04,195.58,238,36,32,-1,0,-5,-11,-5,-44,-5,-6,0,0,2.54,-4,-0.82,-0.1,-0.33,1,1,6,5,,,,,5,,,,,,,,,,,,,6,,,,,,,,,Red,KO/TKO,Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Dodson,Merab Dvalishvili,188,-240,188,41.66666667,8/15/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,4,0,4.01,0.39,0.3,8.67,0.5,4,2,18,0,0,0,4,0,0,0,4,Orthodox,167.64,172.72,135,0,1,0,3.3,0.41,0,0.76,0.28,3,6,46,3,0,1,3,6,0,0,10,Orthodox,160.02,167.64,135,35,29,0,3,1,-6,-4,-28,-3,-6,0,7.62,5.08,-6,0.71,0.3,7.91,1,1,15,12,,,,,,,,,,,12,,,,,,,,,,,,,15,,,Red,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Miller,Vinc Pichel,100,-124,100,80.64516129,8/15/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,3.29,0.45,0.4,4,0.6,4,2,16,0,0,0,4,1,0,0,5,Orthodox,177.8,182.88,155,0,1,0,2.81,0.4,1.9,1.68,0.41,7,13,77,0,0,2,6,3,10,0,21,Southpaw,172.72,180.34,155,36,37,0,0,-3,-16,-11,-61,0,-2,-10,5.08,2.54,1,0.48,-1.5,2.32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley Yoder,Livinha Souza,130,-162,130,61.72839506,8/15/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,3,1,0,0,1.79,0.37,1.9,3.35,0.5,2,1,7,0,0,1,0,0,1,0,2,Orthodox,160.02,160.02,115,1,0,0,3.1,0.42,0.5,1.33,0.38,2,4,18,0,0,1,1,0,0,0,2,Southpaw,170.18,175.26,115,32,29,0,0,0,0,-3,-11,0,0,1,-10.16,-15.24,-3,-1.31,1.4,2.02,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felice Herrig,Virna Jandiroba,240,-315,240,31.74603175,8/15/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,3,0,1,0,1.13,0.42,2.1,4.23,0.46,1,1,5,0,0,0,0,0,1,0,1,Orthodox,160.02,162.56,115,2,0,0,3.69,0.36,0.9,1.2,0.3,4,3,21,0,0,1,2,0,2,0,5,Orthodox,162.56,165.1,115,35,32,-2,1,-3,-4,-2,-16,0,0,-1,-2.54,-2.54,-3,-2.56,1.2,3.03,1,1,,15,,,15,,,,,,,,,,,,,,,,,,,,,,,,Red,SUB,Armbar,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbert Burns,Daniel Pineda,-286,225,34.96503497,225,8/15/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,2,0,0,2.99,0.43,2,1.46,0.25,2,4,13,0,0,0,0,0,3,0,3,Orthodox,170.18,177.8,145,0,2,0,2.6,0.44,6.9,4.59,1,2,0,2,0,0,0,0,1,1,0,2,Orthodox,175.26,185.42,145,32,35,2,-2,0,1,4,11,0,-1,2,-5.08,-7.62,3,0.39,-4.9,-3.13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ Brown,Danny Chavez,-167,130,59.88023952,130,8/15/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145,1,0,0,3.47,0.54,0.7,8.33,0.85,0,1,2,0,0,0,0,0,0,0,0,Switch,175.26,182.88,145,30,33,-1,0,0,0,-1,-2,0,0,0,-2.54,-10.16,3,-3.47,-0.7,-8.33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Daukaus,Parker Porter,-106,-118,94.33962264,84.74576271,8/15/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,8.54,0.47,1.9,1.91,1,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172,172,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,256,30,30,0,0,0,0,0,0,0,0,0,-187.96,-187.96,0,8.54,1.9,1.91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Lewis,Aleksei Oleinik,-200,160,50,160,08/08/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,5,0,2,0,3.72,0.5,2.2,2.41,0.46,2,4,19,0,0,1,0,1,6,0,8,Orthodox,187.96,203.2,240,0,2,0,2.53,0.49,0,0.48,0.24,6,5,44,1,0,2,2,10,0,0,14,Orthodox,190.5,200.66,260,35,43,0,0,-4,-6,-1,-25,-1,-9,6,-2.54,2.54,8,1.19,2.2,1.93,1,1,10,4,,,,,4,,,,,,,,,,,,,10,,,,,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omari Akhmedov,Chris Weidman,115,-141,115,70.92198582,08/08/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,2,0,0,3.14,0.42,1,3.82,0.5,9,5,36,5,0,0,3,4,3,0,10,Orthodox,187.96,198.12,205,0,5,1,2.99,0.34,0.2,2.4,0.5,3,3,30,0,0,1,5,2,0,0,8,Orthodox,182.88,185.42,185,32,36,2,-5,6,2,2,6,5,2,3,5.08,12.7,4,0.15,0.8,1.42,1,1,,11,,,,,,,11,,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maki Pitolo,Darren Stewart,125,-155,125,64.51612903,08/08/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,0,2,0,2.94,0.44,0,1.38,0.44,2,4,20,0,0,1,1,2,0,0,4,Orthodox,182.88,187.96,185,0,1,0,5.22,0.45,0.7,1.98,0.6,1,1,5,0,0,0,0,1,0,0,1,Orthodox,177.8,190.5,170,29,29,0,1,1,3,3,15,0,1,0,5.08,-2.54,0,-2.28,-0.7,-0.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yana Kunitskaya,Julija Stoliarenko,-190,150,52.63157895,150,08/08/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,3.8,0.36,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,135,1,0,0,5.05,0.52,0.3,2.39,0.53,2,2,10,1,0,0,2,0,0,0,2,Orthodox,167.64,172.72,135,30,27,0,0,-2,-2,-1,-7,-1,0,0,2.54,-5.08,-3,-1.25,0.7,-2.39,1,1,,8,,,,8,,,,,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneil Dariush,Scott Holtzman,-200,160,50,160,08/08/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,0,2,0,4.52,0.49,0.2,2.23,0.6,3,3,29,0,0,0,4,2,1,0,7,Orthodox,175.26,175.26,155,0,4,1,3.87,0.49,1.1,1.8,0.33,5,4,35,0,0,1,4,2,5,0,12,Southpaw,177.8,182.88,155,31,36,0,-2,-2,-5,-1,-6,0,0,-4,-2.54,-7.62,5,0.65,-0.9,0.43,1,1,,14,,,,,,,,,14,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Means,Laureano Staropoli,120,-150,120,66.66666667,08/08/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,1,0,0,4.29,0.31,0,0.33,0.25,2,1,9,0,0,0,2,0,0,0,2,Orthodox,185.42,180.34,170,1,0,0,4.87,0.45,0.2,0.91,0.44,4,9,45,0,0,1,3,5,2,0,11,Orthodox,187.96,190.5,170,36,27,0,0,-2,-9,-8,-36,0,-5,-2,-2.54,-10.16,-9,-0.58,-0.2,-0.58,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Holland,Joaquin Buckley,-455,333,21.97802198,333,08/08/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,185,0,1,0,4.29,0.55,1.1,1.26,0.43,3,2,15,0,0,1,1,1,1,0,4,Orthodox,190.5,205.74,170,27,26,0,-1,-3,-4,-2,-15,0,-1,-1,-12.7,-20.32,-1,-4.29,-1.1,-1.26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasrat Haqparast,Alex Munoz,-240,188,41.66666667,188,08/08/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,0,0,0,4.07,0.63,0,4,0.66,0,0,0,0,0,0,0,0,0,0,0,Switch,175.26,175.26,155,1,0,0,5.25,0.47,0,0.29,0.25,3,2,12,0,0,0,2,1,0,0,3,Southpaw,177.8,182.88,155,24,30,-1,0,-3,-3,-2,-12,0,-1,0,-2.54,-7.62,6,-1.18,0,3.71,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Sanchez,Wellington Turman,130,-162,130,61.72839506,08/08/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,0,1,0,2.43,0.42,1,3,0.37,1,1,6,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,185,1,0,0,4.49,0.43,0,2.25,0.33,2,3,21,1,0,0,4,0,0,0,4,Orthodox,185.42,187.96,185,32,24,-1,1,-1,-3,-2,-15,-1,0,0,-2.54,-5.08,-8,-2.06,1,0.75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavin Tucker,Justin Jaynes,-139,112,71.94244604,112,08/08/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,1,0,23.41,0.53,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,155,0,1,0,2.66,0.37,1,2.08,0.33,1,1,9,0,0,0,1,0,1,0,2,Southpaw,167.64,167.64,145,34,30,0,0,0,-1,-1,-8,0,1,-1,2.54,5.08,-4,20.75,-1,-2.08,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youssef Zalal,Peter Barrett,-480,340,20.83333333,340,08/08/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,0,0,7.27,0.72,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,145,0,2,0,3,0.53,1,3,0.42,2,0,6,0,0,0,2,0,0,0,2,Switch,177.8,182.88,145,23,33,0,-2,-2,-2,0,-6,0,0,0,0,2.54,10,4.27,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irwin Rivera,Ali Qaisi,-186,148,53.76344086,148,08/08/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,135,1,0,0,2.27,0.36,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,167.64,167.64,135,31,29,-1,0,0,0,-1,-3,0,0,0,5.08,5.08,-2,-2.27,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
